,name,sex,age,is_adult,job,class_dept,is_passenger,joined,boat_body,ticketprice,survived
238,"BOYD, Mr John",male,37.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,,0.0,False
239,"BOYES, Mr John Henry",male,36.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,,0.0,False
240,"BRACKEN, Mr James Hollen",male,30.0,True,Stockman,2nd Class Passenger,True,Southampton,,13.0,False
241,"BRADLEY, Miss Bridget",female,22.0,True,,3rd Class Passenger,True,Queenstown,13,7.7250000000000005,True
242,"BRADLEY, Mr Patrick Joseph",male,38.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
243,"BRADLEY, Mr Thomas Henry",male,28.0,True,Able Seaman,Deck Crew,False,Southampton,,0.0,False
244,"BRADSHAW, Mr John Albert Perkin",male,42.0,True,Plate Steward (1st Class),Victualling Crew,False,Southampton,,0.0,False
245,"BRADY, Mr John Bertram",male,41.0,True,,1st Class Passenger,True,Southampton,,30.5,False
246,"BRAF, Miss Elin Ester Maria",female,20.0,True,Servant,3rd Class Passenger,True,Southampton,,7.854166666666666,False
247,"BRAILEY, Mr William Theodore Ronald",male,24.0,True,Musician,2nd Class Passenger,True,Southampton,,0.0,False
248,"BRANDEIS, Mr Emil Franklin",male,48.0,True,,1st Class Passenger,True,Cherbourg,[208],50.49583333333334,False
249,"BRAUND, Mr Lewis Richard",male,29.0,True,Farm Labourer,3rd Class Passenger,True,Southampton,,7.045833333333333,False
250,"BRAUND, Mr Owen Harris",male,22.0,True,Ironmonger,3rd Class Passenger,True,Southampton,,7.25,False
251,"BRERETON, Mr George Andrew",male,37.0,True,,1st Class Passenger,True,Southampton,9,26.55,True
252,"BREWE, Dr Arthur Jackson",male,45.0,True,,1st Class Passenger,True,Cherbourg,,39.6,False
253,"BREWER, Mr Harry",male,30.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
254,"BREWSTER, Mr George Henry",male,52.0,True,Bedroom Steward (1st Class),Victualling Crew,False,Belfast,,0.0,False
255,"BRIANT, Mr Albert",male,34.0,True,Greaser,Engineering Crew,False,Southampton,,0.0,False
256,"BRIANT, Mr Arthur",male,30.0,True,Greaser,Engineering Crew,False,Southampton,,0.0,False
257,"BRICE, Mr Walter Thomas",male,42.0,True,Able Seaman,Deck Crew,False,Southampton,11,0.0,True
258,"BRICOUX, Mr Roger Marie",male,20.0,True,Musician,2nd Class Passenger,True,Southampton,,0.0,False
259,"BRIDE, Mr Harold Sydney",male,22.0,True,Assistant Telegraphist,Victualling Crew,False,Belfast,B,0.0,True
260,"BRIGHT, Mr Arthur John",male,42.0,True,Quartermaster,Deck Crew,False,Belfast,D,0.0,True
261,"BRISTOW, Mr Harry",male,38.0,True,Saloon Steward,Victualling Crew,False,Southampton,,0.0,False
262,"BRISTOW, Mr Robert Charles",male,38.0,True,3rd Class Steward,Victualling Crew,False,Southampton,[290],0.0,False
263,"BRITO, Mr José Joaquim de",male,40.0,True,,2nd Class Passenger,True,Southampton,,13.0,False
264,"BROBÄCK, Mr Karl Rudolf",male,22.0,True,Decorator,3rd Class Passenger,True,Southampton,,7.795833333333333,False
265,"BROCKLEBANK, MrWilliam Alfred",male,40.0,True,Groom,3rd Class Passenger,True,Southampton,,8.05,False
266,"BROOKMAN, Mr John Cress",male,28.0,True,3rd Class Steward,Victualling Crew,False,Southampton,,0.0,False
267,"BROOKS, Mr J.",male,25.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
268,"BROOM, Mr Herbert George",male,33.0,True,Bath Steward,Victualling Crew,False,Belfast,,0.0,False
269,"BROOME, Mr Athol Frederick",male,31.0,True,Verandah Steward (1st Class),Victualling Crew,False,Southampton,,0.0,False
270,"BROWN, Miss Amelia Mary",female,18.0,True,Cook (Personal),2nd Class Passenger,True,Southampton,11,13.0,True
271,"BROWN, Miss Edith Eileen",female,15.0,False,Scholar,2nd Class Passenger,True,Southampton,14,39.0,True
272,"BROWN, Mrs Caroline Lane",female,59.0,True,,1st Class Passenger,True,Southampton,D,51.47916666666667,True
273,"BROWN, Mrs Elizabeth Catherine",female,39.0,True,,2nd Class Passenger,True,Southampton,14,39.0,True
274,"BROWN, Mrs Margaret",female,44.0,True,Socialite,1st Class Passenger,True,Cherbourg,6,27.72083333333333,True
275,"BROWN, Mr Edward",male,34.0,True,Saloon Steward,Victualling Crew,False,Belfast,,0.0,True
276,"BROWN, Mr John",male,28.0,True,Fireman,Engineering Crew,False,Southampton,[267],0.0,False
277,"BROWN, Mr Joseph",male,30.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
278,"BROWN, Mr Thomas William Solomon",male,60.0,True,Hotelier,2nd Class Passenger,True,Southampton,,39.0,False
279,"BROWN, Mr Walter James",male,41.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,,0.0,False
280,"BRYHL, Miss Dagmar Jenny Ingeborg",female,20.0,True,,2nd Class Passenger,True,Southampton,12,26.0,True
281,"BRYHL, Mr Kurt Arnold Gottfrid",male,25.0,True,,2nd Class Passenger,True,Southampton,,26.0,False
282,"BUCKLEY, Miss Catherine",female,23.0,True,,3rd Class Passenger,True,Queenstown,[299],7.283333333333333,False
283,"BUCKLEY, Mr Daniel",male,21.0,True,Farm Labourer,3rd Class Passenger,True,Queenstown,13,7.820833333333334,True
284,"BUCKLEY, Mr H. E.",male,34.0,True,Assistant Vegetable Cook,Victualling Crew,False,Southampton,,0.0,False
285,"BUCKNELL, Mrs Emma Eliza",female,58.0,True,,1st Class Passenger,True,Cherbourg,8,76.29166666666667,True
286,"BULEY, Mr Edward John",male,26.0,True,Able Seaman,Deck Crew,False,Southampton,10,0.0,True
287,"BULL, Mr Walter Edward",male,36.0,True,Scullion,Victualling Crew,False,Southampton,,0.0,False
288,"BULLEY, Mr Henry Ashburnham",male,21.0,True,Boots Steward (2nd class),Victualling Crew,False,Southampton,,0.0,False
289,"BUNNELL, Mr Wilfred James",male,20.0,True,Plate Steward,Victualling Crew,False,Belfast,,0.0,False
290,"BURGESS, Mr Charles",male,18.0,True,Extra 3rd. Baker,Victualling Crew,False,Southampton,,0.0,True
291,"BURKE, Mr Jeremiah",male,19.0,True,Farm Labourer,3rd Class Passenger,True,Queenstown,,6.75,False
292,"BURKE, Mr Richard Edward",male,29.0,True,Lounge Steward (1st class),Victualling Crew,False,Belfast,,0.0,False
293,"BURKE, Mr William",male,39.0,True,Saloon Steward,Victualling Crew,False,Belfast,,0.0,True
294,"BURNS, Miss Elizabeth Margaret",female,41.0,True,Nursemaid,1st Class Passenger,True,Cherbourg,3,134.5,True
295,"BURNS, Miss Mary Delia",female,15.0,False,,3rd Class Passenger,True,Queenstown,,7.879166666666666,False
296,"BURR, Mr Ewart Sydenham",male,29.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,,0.0,False
297,"BURRAGE, Mr Arthur Victor Edwards",male,20.0,True,Plate Steward,Victualling Crew,False,Southampton,13,0.0,True
298,"BURROUGHS, Mr Arthur Peckham",male,34.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
299,"BURTON, Mr Edward John",male,35.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
300,"BUSS, Miss Kate",female,36.0,True,,2nd Class Passenger,True,Southampton,9,13.0,True
301,"BUTLER, Mr Reginald Fenton",male,25.0,True,Mechanical Engineer,2nd Class Passenger,True,Southampton,[97],13.0,False
302,"BUTRUS-KA'WĪ, MrTannūs",male,21.0,True,Shoemaker,3rd Class Passenger,True,Cherbourg,,7.229166666666667,False
303,"BUTT, Major Archibald Willingham",male,46.0,True,Military,1st Class Passenger,True,Southampton,,26.55,False
304,"BUTT, Mr Robert Henry",male,21.0,True,Saloon Steward,Victualling Crew,False,Southampton,[10],0.0,False
305,"BUTT, Mr William John",male,30.0,True,Fireman,Engineering Crew,False,Southampton,[77],0.0,False
306,"BUTTERWORTH, Mr John",male,23.0,True,Saloon Steward,Victualling Crew,False,Southampton,[116],0.0,False
307,"BYLES, Fr Thomas Roussel Davids",male,42.0,True,Priest / Minister,2nd Class Passenger,True,Southampton,,13.0,False
308,"BYRNE, Mr James Edward",male,44.0,True,Bedroom Steward (2nd Class),Victualling Crew,False,Southampton,,0.0,False
309,"BYSTRÖM, Mrs Karolina",female,39.0,True,,2nd Class Passenger,True,Southampton,,13.0,True
310,"BŪLUS, Master Akar",male,7.0,False,,3rd Class Passenger,True,Cherbourg,,15.245833333333332,False
311,"BŪLUS, Miss Nūr al-'ayn",female,10.0,False,,3rd Class Passenger,True,Cherbourg,,15.245833333333332,False
312,"BŪLUS, Mrs Sultānah",female,40.0,True,,3rd Class Passenger,True,Cherbourg,,15.245833333333332,False
313,"CAIRNS, Mr Alexander Milne",male,28.0,True,Servant,1st Class Passenger,True,Southampton,,31.0,False
314,"CALDERHEAD, Mr Edward Pennington",male,42.0,True,,1st Class Passenger,True,Southampton,5,26.2875,True
315,"CALDERWOOD, Mr Hugh",male,33.0,True,Trimmer,Engineering Crew,False,Belfast,,0.0,False
316,"CALDWELL, Master Alden Gates",male,0.8333333333333334,False,,2nd Class Passenger,True,Southampton,13,29.0,True
317,"CALDWELL, Mrs Sylvia Mae",female,28.0,True,,2nd Class Passenger,True,Southampton,13,29.0,True
318,"CALDWELL, Mr Albert Francis",male,26.0,True,,2nd Class Passenger,True,Southampton,13,29.0,True
319,"CAMERON, Miss Clear Annie",female,35.0,True,Personal Maid,2nd Class Passenger,True,Southampton,14,21.0,True
320,"CAMPBELL, Mr Donald Samuel",male,28.0,True,3rd Class Clerk,Victualling Crew,False,Southampton,,0.0,False
321,"CAMPBELL, Mr William",male,20.0,True,Carpenter / Joiner,2nd Class Passenger,True,Belfast,,0.0,False
322,"CANAVAN, Miss Mary",female,22.0,True,,3rd Class Passenger,True,Queenstown,,7.75,False
323,"CANAVAN, Mr Patrick",male,21.0,True,General Labourer,3rd Class Passenger,True,Queenstown,,7.75,False
324,"CANDEE, Mrs Helen Churchill",female,52.0,True,Writer,1st Class Passenger,True,Cherbourg,6,27.445833333333333,True
325,"CANN, Mr Ernest",male,29.0,True,Miner,3rd Class Passenger,True,Southampton,,8.05,False
326,"CANNER, Mr John",male,40.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
327,"CARAM, Mrs Maria Elias",female,18.0,True,Housekeeper,3rd Class Passenger,True,Cherbourg,,14.458333333333332,False
328,"CARAM, Mr Joseph",male,28.0,True,Merchant,3rd Class Passenger,True,Cherbourg,,14.458333333333332,False
329,"CARBINES, Mr William",male,19.0,True,Miner,2nd Class Passenger,True,Southampton,[18],13.0,False
330,"CARDEZA, Mrs Charlotte Wardle",female,58.0,True,,1st Class Passenger,True,Cherbourg,3,512.3291666666667,True
331,"CARDEZA, Mr Thomas Drake Martinez",male,36.0,True,Gentleman,1st Class Passenger,True,Cherbourg,3,512.3291666666667,True
332,"CARLSSON, Mr August Sigfrid",male,28.0,True,Farmer,3rd Class Passenger,True,Southampton,,7.795833333333333,False
333,"CARLSSON, Mr Carl Robert",male,24.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.854166666666666,False
334,"CARLSSON, Mr Frans Olof",male,33.0,True,,1st Class Passenger,True,Southampton,,5.0,False
335,"CARNEY, Mr William",male,31.0,True,Lift Steward,Victualling Crew,False,Southampton,[251],0.0,False
336,"CARR, Miss Jane",female,45.0,True,,3rd Class Passenger,True,Queenstown,,7.75,False
337,"CARR, Mr Richard Stephen",male,27.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
338,"CARRAU, Mr Francisco Mauro Severiano",male,27.0,True,,1st Class Passenger,True,Southampton,,47.1,False
339,"CARRAÚ-ESTEVES, Mr José Pedro",male,17.0,False,,1st Class Passenger,True,Southampton,,47.1,False
340,"CARTER, Master William Thornton II",male,11.0,False,,1st Class Passenger,True,Southampton,4,120.0,True
341,"CARTER, Miss Lucile Polk",female,14.0,False,,1st Class Passenger,True,Southampton,4,120.0,True
342,"CARTER, Mrs Lilian",female,45.0,True,,2nd Class Passenger,True,Southampton,,26.0,False
343,"CARTER, Mrs Lucile",female,36.0,True,,1st Class Passenger,True,Southampton,4,120.0,True
344,"CARTER, Mr James",male,46.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
345,"CARTER, Mr William Ernest",male,36.0,True,,1st Class Passenger,True,Southampton,C,120.0,True
346,"CARTER, Rev. Ernest Courtenay",male,54.0,True,Priest / Minister,2nd Class Passenger,True,Southampton,,26.0,False
347,"CARTWRIGHT, Mr James Edward",male,33.0,True,Saloon Steward,Victualling Crew,False,Belfast,[320],0.0,False
348,"CARVER, Mr Alfred John",male,27.0,True,Seaman,3rd Class Passenger,True,Southampton,,7.25,False
349,"CASALI, Sig. Giulio",male,32.0,True,Waiter,Restaurant Staff,False,Southampton,,0.0,False
350,"CASE, Mr Howard Brown",male,49.0,True,,1st Class Passenger,True,Southampton,,26.0,False
351,"CASEY, Mr Thomas",male,44.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
352,"CASSEBEER, Mrs Eleanor Genevieve",female,36.0,True,,1st Class Passenger,True,Cherbourg,5,27.72083333333333,True
353,"CASSWILL, Mr Charles",male,34.0,True,Saloon Steward,Victualling Crew,False,Southampton,,0.0,False
354,"CASTLEMAN, Mr Edward",male,37.0,True,Greaser,Engineering Crew,False,Southampton,,0.0,False
355,"CATON, Miss Annie",female,33.0,True,Turkish Bath Stewardess,Victualling Crew,False,Southampton,11,0.0,True
356,"CAUNT, Mr William Ewart",male,28.0,True,Grill Cook,Victualling Crew,False,Southampton,,0.0,False
357,"CAVE, Mr Herbert",male,39.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,[218],0.0,False
358,"CAVELL, Mr George Henry",male,22.0,True,Trimmer,Engineering Crew,False,Southampton,15,0.0,True
359,"CAVENDISH, Mrs Julia Florence",female,25.0,True,,1st Class Passenger,True,Southampton,6,78.85,True
360,"CAVENDISH, Mr Tyrell William",male,36.0,True,,1st Class Passenger,True,Southampton,[172],78.85,False
361,"CECIL, Mr Charles Thomas",male,21.0,True,Steward,Victualling Crew,False,Southampton,,0.0,False
362,"CELOTTI, Mr Francesco",male,24.0,True,Stoker,3rd Class Passenger,True,Southampton,,8.05,False
363,"CHABOISSON, Mr Adrien Firmin",male,25.0,True,Roast Cook,Restaurant Staff,False,Southampton,,0.0,False
364,"CHAFFEE, Mrs Carrie Constance",female,47.0,True,,1st Class Passenger,True,Southampton,4,61.175,True
365,"CHAFFEE, Mr Herbert Fuller",male,46.0,True,,1st Class Passenger,True,Southampton,,61.175,False
366,"CHAMBERS, Mrs Bertha",female,32.0,True,,1st Class Passenger,True,Southampton,5,53.1,True
367,"CHAMBERS, Mr Norman Campbell",male,27.0,True,,1st Class Passenger,True,Southampton,5,53.1,True
368,"CHAPMAN, Mrs Sarah Elizabeth",female,30.0,True,,2nd Class Passenger,True,Southampton,,26.0,False
369,"CHAPMAN, Mr Charles Henry",male,51.0,True,,2nd Class Passenger,True,Southampton,[130],13.5,False
370,"CHAPMAN, Mr John Henry",male,37.0,True,Farmer,2nd Class Passenger,True,Southampton,[17],26.0,False
371,"CHAPMAN, Mr Joseph Charles",male,32.0,True,"Boots steward, 2nd class",Victualling Crew,False,Southampton,9,0.0,True
372,"CHARMAN, Mr John James",male,25.0,True,Saloon Steward (2nd class),Victualling Crew,False,Southampton,,0.0,False
373,"CHARTERS, Mr David",male,20.0,True,General Labourer,3rd Class Passenger,True,Queenstown,,7.733333333333333,False
374,"CHAUDANSON, Miss Victorine",female,36.0,True,Personal Maid,1st Class Passenger,True,Cherbourg,4,262.375,True
375,"CHERRETT, Mr William Victor",male,24.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
376,"CHERRY, Miss Gladys",female,30.0,True,Of Independent Means,1st Class Passenger,True,Southampton,8,86.5,True
377,"CHEVERTON, Mr William Frederick",male,27.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,[334],0.0,False
378,"CHEVRÉ, Mr Paul Romaine Marie Léonce",male,45.0,True,Sculptor,1st Class Passenger,True,Cherbourg,7,29.7,True
379,"CHIBNALL, Mrs Edith Martha Bowerman",female,48.0,True,Of Independent Means,1st Class Passenger,True,Southampton,6,55.0,True
380,"CHIP, Mr Chang",male,32.0,True,Seaman,3rd Class Passenger,True,Southampton,C,56.49583333333334,True
381,"CHISHOLM, Mr Roderick",male,43.0,True,Draughtsman,1st Class Passenger,True,Belfast,,0.0,False
382,"CHISNALL, Mr George Alexander",male,36.0,True,Boilermaker,Engineering Crew,False,Belfast,[111],0.0,False
383,"CHITTY, Mr Archibald George",male,28.0,True,Third Class Steward,Victualling Crew,False,Southampton,,0.0,False
384,"CHITTY, Mr George Henry",male,50.0,True,Baker,Victualling Crew,False,Southampton,,0.0,False
385,"CHORLEY, Mr John Henry",male,25.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
386,"CHRISTMANN, Mr Emil",male,29.0,True,Clerk,3rd Class Passenger,True,Southampton,,8.05,False
387,"CHRISTMAS, Mr Herbert Harry",male,34.0,True,Assistant Saloon Steward (2nd class),Victualling Crew,False,Southampton,,0.0,False
388,"CHRISTY, Miss Rachel Juli Cohen",female,25.0,True,,2nd Class Passenger,True,Southampton,12,30.0,True
389,"CHRISTY, Mrs Alice Frances",female,52.0,True,,2nd Class Passenger,True,Southampton,12,30.0,True
390,"CHRONOPOULOS, MrApostolos M.",male,26.0,True,General Labourer,3rd Class Passenger,True,Cherbourg,,14.454166666666666,False
391,"CHRONOPOULOS, MrDimitrios M.",male,21.0,True,General Labourer,3rd Class Passenger,True,Cherbourg,,14.454166666666666,False
392,"CLARK, Mrs Virginia Estelle",female,26.0,True,,1st Class Passenger,True,Cherbourg,4,136.77916666666667,True
393,"CLARK, Mr Walter Miller",male,27.0,True,,1st Class Passenger,True,Cherbourg,,136.77916666666667,False
394,"CLARK, Mr William",male,40.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,True
395,"CLARKE, Mrs Ada Maria",female,28.0,True,,2nd Class Passenger,True,Southampton,14,27.0,True
396,"CLARKE, Mr Charles Valentine",male,29.0,True,Dairy Worker,2nd Class Passenger,True,Southampton,,26.0,False
397,"CLARKE, Mr John Frederick Preston",male,28.0,True,Musician,2nd Class Passenger,True,Southampton,[202],0.0,False
398,"CLEAVER, Miss Alice Catherine",female,22.0,True,Nursemaid,1st Class Passenger,True,Southampton,11,151.8,True
399,"CLENCH, Mr Frederick Charles",male,33.0,True,Able Seaman,Deck Crew,False,Southampton,12,0.0,True
400,"CLENCH, Mr George James",male,31.0,True,Able Seaman,Deck Crew,False,Southampton,,0.0,False
401,"CLIFFORD, Mr George Quincy",male,40.0,True,,1st Class Passenger,True,Southampton,,52.0,False
402,"COE, Mr Harry",male,21.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
403,"COELHO, Mr Domingos Fernandeo",male,20.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.05,False
404,"COHEN, Mr Gurshon",male,19.0,True,Printer / Compositor,3rd Class Passenger,True,Southampton,12,8.05,True
405,"COLBERT, Mr Patrick",male,24.0,True,Railway Porter,3rd Class Passenger,True,Queenstown,,7.25,False
406,"COLEMAN, Mr Albert Edward",male,28.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,,0.0,False
407,"COLEMAN, Mr John",male,57.0,True,Engineers' Mess steward,Engineering Crew,False,Belfast,,0.0,False
408,"COLERIDGE, Mr Reginald Charles",male,29.0,True,Advertising Consultant,2nd Class Passenger,True,Southampton,,10.5,False
409,"COLGAN, Mr E. Joseph",male,33.0,True,Scullion,Victualling Crew,False,Southampton,,0.0,True
410,"COLLANDER, Mr Erik Gustaf",male,27.0,True,,2nd Class Passenger,True,Southampton,,13.0,False
411,"COLLETT, Mr Sidney Clarence Stuart",male,25.0,True,,2nd Class Passenger,True,Southampton,9,10.5,True
412,"COLLEY, Mr Edward Pomeroy",male,37.0,True,Civil Engineer,1st Class Passenger,True,Southampton,,25.587500000000002,False
